manner_of_death,armed,age,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,arms_category,gender
shot,knife,30.0,Black,Baldwin Hills,CA,TRUE,other,Foot,FALSE,Sharp objects,M
shot,unknown,28.0,White,Royal Oak,MI,FALSE,other,Car,FALSE,Unknown,M
shot,gun,71.0,White,Winn Parish,LA,FALSE,attack,Not fleeing,FALSE,Guns,F
shot,gun,25.0,Black,Gardena,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,61.0,White,Pembroke,NY,TRUE,attack,Not fleeing,TRUE,Guns,M
shot,machete,39.0,White,Sparta,NC,FALSE,other,Not fleeing,TRUE,Sharp objects,M
shot,gun,50.0,White,Winn Parish,LA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,37.1179309,Black,Atlanta,GA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,23.0,White,Lake Elmo,MN,TRUE,undetermined,Not fleeing,FALSE,Guns,M
shot,knife,39.0,Black,Helena-West Helena,AR,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,45.0,Black,Washington,PA,FALSE,attack,Other,FALSE,Guns,M
shot,knife,34.0,White,Waco,TX,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,31.0,White,Thornton,CO,FALSE,other,Car,FALSE,Guns,M
shot,gun,55.0,Hispanic,Millville,NJ,FALSE,other,Car,FALSE,Guns,M
shot,gun,39.0,Black,Phoenix,AZ,FALSE,attack,Other,FALSE,Guns,M
shot,vehicle,32.0,White,Carrollton,GA,FALSE,attack,Not fleeing,FALSE,Vehicles,M
shot,gun,44.0,Hispanic,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,24.0,White,Anaheim,CA,TRUE,attack,Not fleeing,TRUE,Other unusual objects,M
shot,knife,36.0,Native,Lodge Grass,MT,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,screwdriver,41.0,Black,Magna,UT,TRUE,attack,Car,FALSE,Piercing objects,M
shot,unknown,25.0,Black,Austell,GA,FALSE,attack,Car,FALSE,Unknown,M
shot,vehicle,39.0,White,Tishomingo,OK,FALSE,attack,Car,FALSE,Vehicles,M
shot,unknown,40.0,White,Cumberland County,KY,FALSE,attack,Car,FALSE,Unknown,M
shot,knife,32.0,White,Douglasville,GA,FALSE,attack,Not fleeing,TRUE,Sharp objects,M
shot,gun,45.0,White,Greene County,MO,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,31.0,Black,Fort Lauderdale,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,32.0,Native,Sugar House,UT,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,48.0,Black,Pavilion Township,MI,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,vehicle,49.0,White,Foresthill,CA,TRUE,other,Car,FALSE,Vehicles,M
shot,unarmed,48.0,Black,Orlando,FL,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot,gun,18.0,White,Mackinaw,IL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,48.0,White,Boone,IA,FALSE,other,Other,FALSE,Sharp objects,M
shot,gun,25.0,Black,Memphis,TN,FALSE,other,Foot,FALSE,Guns,M
shot,gun,27.0,White,West Olive,MI,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,37.0,Hispanic,Louisville,KY,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,44.0,Hispanic,San Antonio,TX,FALSE,other,Foot,FALSE,Guns,M
shot,gun,27.0,Black,Louisville,KY,FALSE,attack,Other,TRUE,Guns,M
shot,gun,41.0,White,Colorado Springs,CO,FALSE,attack,Foot,FALSE,Guns,M
shot,knife,42.0,Black,Louisville,KY,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,36.0,White,Denver,CO,FALSE,other,Car,FALSE,Guns,M
shot,gun,37.0,Black,Grand Prairie,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,56.0,White,Palermo,CA,FALSE,attack,Car,TRUE,Unknown,F
shot,knife,36.0,Asian,Johns Creek,GA,TRUE,other,Not fleeing,FALSE,Sharp objects,F
shot,gun,46.0,White,Northglenn,CO,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,26.0,Hispanic,Elk Grove,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,41.0,White,Casselberry,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,38.0,White,Shreveport,LA,FALSE,attack,Foot,FALSE,Unarmed,M
shot,unknown,42.0,White,Redlands,CA,FALSE,other,Not fleeing,FALSE,Unknown,M
shot,gun,47.0,White,Franklin,NC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,26.0,White,Moorland,IA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,64.0,Black,Columbus,OH,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,samurai sword,49.0,White,League City,TX,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,ax,44.0,White,Box Elder,SD,FALSE,other,Other,FALSE,Blunt instruments,M
shot,gun,48.0,White,Liberty,NC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,27.0,Hispanic,Kansas City,KS,FALSE,other,Other,FALSE,Guns,M
shot,gun,67.0,Black,Dallas,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,24.0,Black,Columbus,GA,FALSE,attack,Car,FALSE,Guns,M
shot,machete,26.0,Hispanic,Orosi,CA,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,28.0,White,Sandia,TX,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,21.0,White,Terre Haute,IN,FALSE,attack,Car,FALSE,Guns,M
shot,gun,24.0,White,Kettering,OH,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,vehicle,21.0,White,Aurora,MO,FALSE,attack,Car,FALSE,Vehicles,F
shot,gun,73.0,White,Fairview,OH,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,39.0,White,Prague,OK,FALSE,attack,Car,FALSE,Guns,M
shot,Taser,32.0,Black,East Point,GA,FALSE,attack,Car,FALSE,Electrical devices,M
shot,gun,38.0,White,Casper,WY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,32.0,Hispanic,Orlando,FL,FALSE,attack,Car,FALSE,Unknown,M
shot,gun,26.0,White,Tulsa,OK,FALSE,other,Not fleeing,TRUE,Guns,M
shot,gun,55.0,White,Floyd County,GA,FALSE,attack,Car,FALSE,Guns,F
shot,gun,50.0,White,Appleton,WI,TRUE,other,Not fleeing,TRUE,Guns,M
shot,gun,49.0,Hispanic,Yuma,AZ,FALSE,other,Not fleeing,FALSE,Guns,F
shot,gun,48.0,White,Hackett,AR,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,65.0,White,Lancaster,PA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,37.0,White,Glade Spring,VA,FALSE,other,Other,FALSE,Other unusual objects,M
shot,knife,45.0,Hispanic,Greeley,CO,FALSE,other,Foot,FALSE,Sharp objects,M
shot,gun,33.0,Black,Jackson,MS,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,vehicle,46.0,White,Morristown,TN,FALSE,attack,Not fleeing,FALSE,Vehicles,M
shot,gun,33.0,White,Lower Burrell,PA,FALSE,other,Not fleeing,FALSE,Guns,M
shot,knife,33.0,White,Haughton,LA,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,51.0,White,Evansville,IN,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,52.0,White,Talihina,OK,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,24.0,Native,Blackfoot,ID,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,55.0,White,Columbus,OH,FALSE,attack,Car,FALSE,Guns,M
shot,unknown,28.0,Black,Portsmouth,VA,FALSE,other,Not fleeing,FALSE,Unknown,M
shot,gun,36.0,White,Amite,LA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,24.0,Black,Clinton,MD,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,20.0,White,Royal Oak,MI,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,gun,54.0,White,Wales,ME,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,53.0,White,Quincy,IL,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,36.0,Hispanic,San Antonio,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot and Tasered,unarmed,24.0,Black,Richmond,VA,FALSE,attack,Car,TRUE,Unarmed,M
shot,gun,34.0,White,Lake Mary,FL,FALSE,other,Car,FALSE,Guns,M
shot,knife,59.0,White,Martins Ferry,OH,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,34.0,White,Norman,OK,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,29.0,Hispanic,Laredo,TX,FALSE,other,Other,FALSE,Unknown,M
shot,hatchet,24.0,White,Gresham,OR,FALSE,other,Car,FALSE,Blunt instruments,M
shot,unknown,77.0,White,Sunridge,NV,FALSE,attack,Other,FALSE,Unknown,M
shot,gun,30.0,White,Columbus,OH,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,36.0,Hispanic,Pueblo,CO,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,36.0,White,Baxter,KY,FALSE,other,Foot,FALSE,Guns,M
shot,gun,58.0,White,Joshua Tree,CA,TRUE,attack,Foot,FALSE,Guns,M
shot,unknown,47.0,Black,West Memphis,AR,FALSE,attack,Car,FALSE,Unknown,M
shot,knife,49.0,Hispanic,Mathis,TX,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,31.0,White,Gurnee,IL,FALSE,attack,Foot,FALSE,Guns,F
shot,knife,25.0,White,Fox Crossing,WI,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,37.1179309,Hispanic,Rio Bravo,TX,FALSE,attack,Not fleeing,FALSE,Unarmed,F
shot,unarmed,30.0,White,Citra,FL,FALSE,attack,Foot,TRUE,Unarmed,M
shot,unarmed,33.0,White,Cleveland,OH,TRUE,attack,Not fleeing,FALSE,Unarmed,M
shot,vehicle,29.0,White,Dumas,TX,FALSE,attack,Not fleeing,FALSE,Vehicles,M
shot,knife,31.0,White,Fort Morgan,CO,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,51.0,White,Silsbee,TX,FALSE,other,Not fleeing,FALSE,Guns,M
shot,knife,42.0,Hispanic,San Diego,CA,TRUE,other,Not fleeing,TRUE,Sharp objects,M
shot,gun,67.0,White,Grand Junction,CO,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,23.0,White,West Jordan,UT,FALSE,attack,Car,FALSE,Guns,M
shot,gun,34.0,Native,Phoenix,AZ,FALSE,other,Not fleeing,FALSE,Guns,M
shot,metal pipe,51.0,Hispanic,Riverbank,CA,FALSE,attack,Not fleeing,FALSE,Blunt instruments,M
shot,toy weapon,19.0,White,Cottonwood Heights,UT,FALSE,other,Foot,FALSE,Other unusual objects,M
shot,pick-axe,29.0,Hispanic,Los Angeles,CA,FALSE,attack,Foot,TRUE,Piercing objects,M
shot,gun,23.0,Black,Florida City,FL,FALSE,undetermined,Not fleeing,FALSE,Guns,M
shot,knife,46.0,White,Fullerton,CA,TRUE,other,Not fleeing,FALSE,Sharp objects,F
shot,knife,42.0,Black,Thomasville,NC,FALSE,attack,Car,FALSE,Sharp objects,M
shot,unarmed,21.0,Hispanic,Dundee,FL,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,knife,55.0,Asian,Honolulu,HI,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,37.1179309,White,Torrance,CA,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,unknown,43.0,Black,Chicago,IL,FALSE,attack,Car,FALSE,Unknown,M
shot,unarmed,32.0,Hispanic,Chickasha,OK,FALSE,other,Car,FALSE,Unarmed,M
shot,gun,34.0,Hispanic,Jurupa Valley,CA,FALSE,attack,Car,FALSE,Guns,M
shot,gun,40.0,White,Springfield,MO,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,55.0,Hispanic,Pearland,TX,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,20.0,White,Wilmington,NC,TRUE,other,Not fleeing,FALSE,Guns,M
shot,gun,24.0,Black,Chicago,IL,FALSE,other,Other,FALSE,Guns,M
shot,glass shard,43.0,Hispanic,Merrick,NY,FALSE,other,Other,FALSE,Sharp objects,M
shot,gun,56.0,White,LaGrange,GA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,47.0,White,Delaware,OH,TRUE,other,Not fleeing,FALSE,Guns,M
shot,gun,33.0,White,Albuquerque,NM,FALSE,attack,Car,FALSE,Guns,M
shot,knife,20.0,White,Austin,TX,FALSE,other,Other,TRUE,Sharp objects,F
shot,gun,28.0,Black,Gary,IN,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,50.0,White,Benton City,WA,FALSE,other,Not fleeing,FALSE,Guns,M
shot,unarmed,36.0,White,Madison County,MS,FALSE,undetermined,Not fleeing,FALSE,Unarmed,M
shot,gun,47.0,White,Hardwick,NJ,TRUE,attack,Car,FALSE,Guns,M
shot,unknown,36.0,Black,Deptford,NJ,FALSE,other,Car,FALSE,Unknown,F
shot,gun,49.0,White,Temple,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,34.0,White,Westminister,CO,FALSE,other,Foot,FALSE,Unknown,M
shot,unarmed,41.0,Black,Silver Spring,MD,TRUE,attack,Not fleeing,TRUE,Unarmed,M
shot,knife,29.0,Hispanic,Whittier,CA,FALSE,other,Car,FALSE,Sharp objects,M
shot,gun,34.0,Black,Danville,IL,FALSE,attack,Car,FALSE,Guns,M
shot,unarmed,34.0,White,Phoenix,AZ,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot,gun,22.0,Black,Washington,DC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,26.0,Black,Monroe,GA,TRUE,attack,Other,FALSE,Guns,M
shot,knife,32.0,White,Hardwick,NJ,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,44.0,White,Pike County,OH,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,21.0,White,Eustis,FL,TRUE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,29.0,Hispanic,Hall County,GA,FALSE,attack,Foot,FALSE,Guns,M
shot,gun and car,18.0,Black,Las Vegas,NV,FALSE,attack,Car,FALSE,Multiple,M
shot,gun,33.0,Black,Kansas City,MO,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,sword,28.0,White,Kansas City,MO,FALSE,undetermined,Not fleeing,FALSE,Sharp objects,F
shot,gun,37.1179309,White,Kansas City,MO,TRUE,other,Not fleeing,FALSE,Guns,M
shot,gun,40.0,Hispanic,Kirkland,WA,FALSE,other,Not fleeing,FALSE,Guns,M
shot,unarmed,40.0,White,Nokomis,IL,FALSE,other,Foot,FALSE,Unarmed,M
shot,knife,37.0,Black,Warwick,NY,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,47.0,Hispanic,Albuquerque,NM,FALSE,attack,Car,FALSE,Unarmed,M
shot,gun,33.0,Black,Trenton,NJ,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,44.0,Hispanic,South Salt Lake,UT,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,65.0,White,Cumming,GA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,20.0,Black,Stone Mountain,GA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,17.0,Black,Pittsburgh,PA,FALSE,undetermined,Foot,FALSE,Unarmed,M
shot,knife,55.0,White,Tucumcari,NM,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,33.0,Black,Kingsland,GA,FALSE,attack,Foot,TRUE,Unarmed,M
shot,metal pole,44.0,White,Bend,OR,FALSE,other,Not fleeing,FALSE,Blunt instruments,M
shot,knife,37.0,White,Fairfield,OH,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,32.0,Black,Atlantic City,NJ,FALSE,attack,Not fleeing,TRUE,Sharp objects,M
shot,knife,31.0,White,Harrisonburg,VA,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,20.0,White,Albany,NY,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,30.0,Black,Minneapolis,MN,FALSE,attack,Foot,TRUE,Guns,M
shot,knife,25.0,Black,Monroe,LA,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,47.0,White,Coos Bay,OR,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun and knife,48.0,White,Meridian,ID,FALSE,other,Not fleeing,FALSE,Multiple,M
shot,bow and arrow,32.0,Other,North Shore,HI,TRUE,attack,Not fleeing,FALSE,Multiple,M
shot,unknown,18.0,Hispanic,Galveston,TX,FALSE,undetermined,Other,FALSE,Unknown,M
shot,gun,29.0,White,Garland,TX,FALSE,attack,Car,FALSE,Guns,M
shot,gun,30.0,White,Grenada,MS,FALSE,other,Car,FALSE,Guns,M
shot,gun,39.0,White,Aurora,CO,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,36.0,Hispanic,Aurora,CO,FALSE,attack,Car,TRUE,Guns,M
shot,gun,36.0,White,Russellville,AR,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,54.0,White,Dade City,FL,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,27.0,Black,Pomona,CA,FALSE,undetermined,Car,FALSE,Unknown,M
shot,gun,45.0,White,Portland,OR,FALSE,undetermined,Other,FALSE,Guns,M
shot,gun,19.0,Black,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,ax,36.0,White,North Pole,AK,FALSE,other,Other,FALSE,Blunt instruments,M
shot,knife,33.0,White,Lawrenceburg,TN,FALSE,other,Foot,FALSE,Sharp objects,M
shot,gun,56.0,White,Waterford Township,MI,TRUE,attack,Car,FALSE,Guns,M
shot,gun,33.0,White,Boise,ID,FALSE,attack,Foot,FALSE,Guns,M
shot,sword,60.0,Asian,Grandview,MO,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,knife,26.0,White,Panora,IA,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,52.0,White,South Elgin,IL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,40.0,Black,Fayetteville,NC,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,33.0,Black,Chicago,IL,FALSE,other,Foot,TRUE,Guns,M
shot and Tasered,knife,41.0,White,Lawton,OK,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,32.0,Native,Pueblo,CO,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,34.0,Hispanic,Red Bluff,CA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,26.0,White,Devil's Lake,ND,FALSE,attack,Foot,TRUE,Unarmed,M
shot,knife,62.0,Asian,Louisville,KY,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,33.0,Hispanic,Tempe,AZ,FALSE,attack,Other,FALSE,Guns,F
shot,gun,55.0,White,Eustis,FL,TRUE,other,Not fleeing,FALSE,Guns,M
shot,toy weapon,38.0,White,Calaveras County,CA,TRUE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,43.0,Black,Overland Park,KS,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,incendiary device,38.0,Asian,Copper Center,AK,FALSE,other,Other,TRUE,Explosives,M
shot,unarmed,27.0,White,Amity,OR,FALSE,attack,Foot,FALSE,Unarmed,M
shot,knife,52.0,White,Jacksonville,FL,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,37.0,Black,Vineland,NJ,FALSE,undetermined,Other,FALSE,Unarmed,M
shot,gun,34.0,White,Tucson,AZ,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,41.0,White,Grand Forks,ND,TRUE,other,Not fleeing,FALSE,Guns,M
shot,knife,40.0,White,Garland,TX,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,53.0,Hispanic,Miami,FL,FALSE,attack,Car,FALSE,Guns,M
shot,gun,21.0,White,Casper,WY,TRUE,other,Car,FALSE,Guns,M
shot,toy weapon,34.0,Hispanic,Los Banos,CA,FALSE,other,Not fleeing,FALSE,Other unusual objects,M
shot,gun,22.0,Hispanic,Las Vegas,NV,FALSE,attack,Car,FALSE,Guns,M
shot,gun,25.0,Hispanic,Dilley,TX,FALSE,attack,Not fleeing,TRUE,Guns,M
shot and Tasered,knife,16.0,White,Chanhassen,MN,TRUE,attack,Not fleeing,TRUE,Sharp objects,M
shot,gun,37.0,Black,Chicago,IL,FALSE,other,Foot,TRUE,Guns,M
shot,gun,68.0,Black,Florence,SC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,25.0,Black,Kansas City,MO,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,34.0,White,Alvin,TX,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,23.0,Hispanic,Albuquerque,NM,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,25.0,White,Altoona,IA,FALSE,other,Car,FALSE,Unknown,M
shot,gun,57.0,Hispanic,Sparks,NV,FALSE,other,Other,FALSE,Guns,M
shot,gun,27.0,Hispanic,Tucson,AZ,FALSE,attack,Car,FALSE,Guns,M
shot,gun,51.0,White,Lenoir,NC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,30.0,Hispanic,Albuquerque,NM,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,33.0,White,Fletcher,NC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,37.1179309,White,Pattison,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,19.0,Hispanic,Peoria,IL,FALSE,other,Foot,FALSE,Guns,M
shot,gun,22.0,Hispanic,Pico Rivera,CA,FALSE,other,Other,FALSE,Guns,M
shot,toy weapon,37.0,Hispanic,Fresno,CA,FALSE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,19.0,White,San Antonio,TX,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,33.0,Other,Puna,HI,FALSE,attack,Car,FALSE,Guns,M
shot,gun,38.0,White,Lady Lake,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,45.0,Hispanic,Riverside,CA,FALSE,attack,Car,FALSE,Guns,M
shot,gun and car,39.0,White,Tucson,AZ,FALSE,attack,Foot,FALSE,Multiple,M
shot,vehicle,21.0,Hispanic,Mesa,AZ,FALSE,attack,Not fleeing,FALSE,Vehicles,M
shot,knife,56.0,White,Toledo,OH,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,27.0,Hispanic,Los Angeles,CA,FALSE,other,Foot,TRUE,Unarmed,F
shot,toy weapon,50.0,Hispanic,Anaheim,CA,TRUE,other,Foot,FALSE,Other unusual objects,M
shot,vehicle,16.0,White,Bixby,OK,FALSE,attack,Car,FALSE,Vehicles,M
shot,gun,18.0,White,Hanover,CO,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,38.0,Hispanic,Riverside,CA,FALSE,other,Not fleeing,FALSE,Unknown,M
shot,box cutter,32.0,Hispanic,Highland,CA,FALSE,attack,Foot,FALSE,Sharp objects,M
shot,machete,33.0,Hispanic,Burlington,NC,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,71.0,White,Bristol,VA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,30.0,Hispanic,Silver Spring,MD,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,vehicle,39.0,White,Soddy-Daisy,TN,FALSE,attack,Car,FALSE,Vehicles,F
shot,gun,19.0,Black,Starke,FL,FALSE,other,Car,FALSE,Guns,M
shot,gun,44.0,White,Seaside,OR,FALSE,other,Not fleeing,TRUE,Guns,M
shot,vehicle,54.0,White,Spokane,WA,FALSE,attack,Car,FALSE,Vehicles,M
shot,gun,29.0,Black,Memphis,TN,TRUE,attack,Not fleeing,TRUE,Guns,M
shot,gun,37.1179309,Hispanic,Amarillo,TX,FALSE,other,Not fleeing,FALSE,Guns,M
shot,unarmed,56.0,White,Lake Havasu,AZ,TRUE,other,Not fleeing,TRUE,Unarmed,M
shot,gun,64.0,White,LaFollette,TN,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,25.0,Black,Nashville,TN,FALSE,other,Foot,TRUE,Guns,M
shot,gun,18.0,Hispanic,Kent Station,WA,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,36.0,White,Lakemoor,IL,FALSE,other,Not fleeing,FALSE,Guns,M
shot,toy weapon,24.0,Hispanic,Redondo Beach,CA,FALSE,undetermined,Not fleeing,FALSE,Other unusual objects,M
shot,gun,30.0,White,Springdale,AR,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,53.0,Asian,Nanakuli,HI,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,60.0,Black,Savannah,GA,FALSE,other,Other,FALSE,Unarmed,F
shot,gun,32.0,Hispanic,Los Angeles,CA,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,25.0,Black,Toledo,OH,FALSE,other,Foot,TRUE,Guns,M
shot,unarmed,44.0,Hispanic,South Whitehall Township,PA,FALSE,undetermined,Not fleeing,FALSE,Unarmed,M
shot,unknown,32.0,White,Pineville,LA,FALSE,undetermined,Car,FALSE,Unknown,M
shot,gun,33.0,White,Aberdeen,NC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,37.1179309,White,Aurora,CO,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,35.0,Black,Mississippi County,AR,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,23.0,Hispanic,Glendale,AZ,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,27.0,Black,Oxon Hill,MD,FALSE,other,Foot,FALSE,Guns,M
shot,gun,53.0,White,Tucson,AZ,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,35.0,Hispanic,Hereford,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,41.0,Black,Sussex County,VA,FALSE,attack,Car,FALSE,Guns,M
shot,toy weapon,18.0,White,Apopka,FL,FALSE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,34.0,Black,Pine Bluff,AR,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,49.0,White,Trumann,AR,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,31.0,White,Deer Park,WA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,Taser,29.0,Hispanic,Seville,FL,TRUE,other,Not fleeing,TRUE,Electrical devices,M
shot,gun,33.0,White,Liberty,MO,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,38.0,White,Delray Beach,FL,TRUE,other,Not fleeing,FALSE,Guns,M

shot,baseball bat,29.0,White,Las Cruces,NM,TRUE,attack,Not fleeing,FALSE,Blunt instruments,M
shot,gun,68.0,White,Van Buren,AR,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,62.0,Black,Las Vegas,NV,TRUE,attack,Not fleeing,TRUE,Sharp objects,M
shot,metal pipe,39.0,Black,Atlanta,GA,FALSE,attack,Not fleeing,FALSE,Blunt instruments,M
shot,gun,59.0,Black,Philadelphia,PA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,24.0,White,Monroe County,IN,FALSE,attack,Not fleeing,TRUE,Guns,M
